Date,Product,Region,Sales
2023-02-16,Product C,West,504
2023-02-16,Product D,North,922
2023-02-16,Product D,South,617
2023-02-16,Product D,East,575
2023-02-16,Product D,West,808
2023-02-16,Product E,North,962
2023-02-16,Product E,South,744
2023-02-16,Product E,East,969
2023-02-16,Product E,West,870
2023-02-17,Product A,North,536
2023-02-17,Product A,South,122
2023-02-17,Product A,East,664
2023-02-17,Product A,West,776
2023-02-17,Product B,North,813
2023-02-17,Product B,South,557
2023-02-17,Product B,East,182
2023-02-17,Product B,West,244
2023-02-17,Product C,North,184
2023-02-17,Product C,South,177
2023-02-17,Product C,East,556
2023-02-17,Product C,West,977
2023-02-17,Product D,North,100
2023-02-17,Product D,South,150
2023-02-17,Product D,East,784
2023-02-17,Product D,West,816
2023-02-17,Product E,North,871
2023-02-17,Product E,South,545
2023-02-17,Product E,East,548
2023-02-17,Product E,West,980
2023-02-18,Product A,North,587
2023-02-18,Product A,South,899
2023-02-18,Product A,East,133
2023-02-18,Product A,West,447
2023-02-18,Product B,North,194
2023-02-18,Product B,South,171
2023-02-18,Product B,East,650
2023-02-18,Product B,West,253
2023-02-18,Product C,North,349
2023-02-18,Product C,South,773
2023-02-18,Product C,East,537
2023-02-18,Product C,West,217
2023-02-18,Product D,North,870
2023-02-18,Product D,South,990
2023-02-18,Product D,East,405
2023-02-18,Product D,West,367
2023-02-18,Product E,North,153
2023-02-18,Product E,South,335
2023-02-18,Product E,East,488
2023-02-18,Product E,West,833
2023-02-19,Product A,North,862
2023-02-19,Product A,South,924
2023-02-19,Product A,East,500
2023-02-19,Product A,West,723
2023-02-19,Product B,North,866
2023-02-19,Product B,South,402
2023-02-19,Product B,East,306
2023-02-19,Product B,West,328
2023-02-19,Product C,North,952
2023-02-19,Product C,South,677
2023-02-19,Product C,East,174
2023-02-19,Product C,West,534
2023-02-19,Product D,North,202
2023-02-19,Product D,South,521
2023-02-19,Product D,East,803
2023-02-19,Product D,West,863
2023-02-19,Product E,North,837
2023-02-19,Product E,South,905
2023-02-19,Product E,East,405
2023-02-19,Product E,West,197
2023-02-20,Product A,North,949
2023-02-20,Product A,South,897
2023-02-20,Product A,East,434
2023-02-20,Product A,West,958
2023-02-20,Product B,North,534
2023-02-20,Product B,South,546
2023-02-20,Product B,East,407
2023-02-20,Product B,West,348
2023-02-20,Product C,North,265
2023-02-20,Product C,South,580
2023-02-20,Product C,East,434
2023-02-20,Product C,West,641
2023-02-20,Product D,North,858
2023-02-20,Product D,South,205
2023-02-20,Product D,East,662
2023-02-20,Product D,West,180
2023-02-20,Product E,North,232
2023-02-20,Product E,South,896
2023-02-20,Product E,East,999
2023-02-20,Product E,West,237
2023-02-21,Product A,North,283
2023-02-21,Product A,South,500
2023-02-21,Product A,East,429
2023-02-21,Product A,West,884
2023-02-21,Product B,North,607
2023-02-21,Product B,South,951
2023-02-21,Product B,East,168
2023-02-21,Product B,West,645
2023-02-21,Product C,North,873
2023-02-21,Product C,South,152
2023-02-21,Product C,East,549
2023-02-21,Product C,West,304
2023-02-21,Product D,North,225
2023-02-21,Product D,South,846
2023-02-21,Product D,East,142
2023-02-21,Product D,West,851
2023-02-21,Product E,North,982
2023-02-21,Product E,South,210
2023-02-21,Product E,East,860
2023-02-21,Product E,West,762
2023-02-22,Product A,North,282
2023-02-22,Product A,South,947
2023-02-22,Product A,East,194
2023-02-22,Product A,West,473
2023-02-22,Product B,North,619
2023-02-22,Product B,South,999
2023-02-22,Product B,East,459
2023-02-22,Product B,West,999
2023-02-22,Product C,North,795
2023-02-22,Product C,South,380
2023-02-22,Product C,East,294
2023-02-22,Product C,West,963
2023-02-22,Product D,North,294
2023-02-22,Product D,South,766
2023-02-22,Product D,East,192
2023-02-22,Product D,West,771
2023-02-22,Product E,North,160
2023-02-22,Product E,South,733
2023-02-22,Product E,East,150
2023-02-22,Product E,West,502
2023-02-23,Product A,North,888
2023-02-23,Product A,South,104
2023-02-23,Product A,East,565
2023-02-23,Product A,West,703
2023-02-23,Product B,North,781
2023-02-23,Product B,South,928
2023-02-23,Product B,East,633
2023-02-23,Product B,West,504
2023-02-23,Product C,North,937
2023-02-23,Product C,South,612
2023-02-23,Product C,East,744
2023-02-23,Product C,West,332
2023-02-23,Product D,North,623
2023-02-23,Product D,South,445
2023-02-23,Product D,East,145
2023-02-23,Product D,West,645
2023-02-23,Product E,North,177
2023-02-23,Product E,South,829
2023-02-23,Product E,East,912
2023-02-23,Product E,West,172
2023-02-24,Product A,North,893
2023-02-24,Product A,South,348
2023-02-24,Product A,East,146
2023-02-24,Product A,West,220
2023-02-24,Product B,North,313
2023-02-24,Product B,South,338
2023-02-24,Product B,East,155
2023-02-24,Product B,West,449
2023-02-24,Product C,North,206
2023-02-24,Product C,South,930
2023-02-24,Product C,East,147
2023-02-24,Product C,West,672
2023-02-24,Product D,North,436
2023-02-24,Product D,South,125
2023-02-24,Product D,East,903
2023-02-24,Product D,West,356
2023-02-24,Product E,North,107
2023-02-24,Product E,South,724
2023-02-24,Product E,East,966
2023-02-24,Product E,West,352
2023-02-25,Product A,North,791
2023-02-25,Product A,South,818
2023-02-25,Product A,East,402
2023-02-25,Product A,West,738
2023-02-25,Product B,North,155
2023-02-25,Product B,South,825
2023-02-25,Product B,East,625
2023-02-25,Product B,West,573
2023-02-25,Product C,North,127
2023-02-25,Product C,South,177
2023-02-25,Product C,East,315
2023-02-25,Product C,West,485
2023-02-25,Product D,North,464
2023-02-25,Product D,South,765
2023-02-25,Product D,East,625
2023-02-25,Product D,West,798
2023-02-25,Product E,North,411
2023-02-25,Product E,South,982
2023-02-25,Product E,East,106
2023-02-25,Product E,West,102
2023-02-26,Product A,North,722
2023-02-26,Product A,South,849
2023-02-26,Product A,East,462
2023-02-26,Product A,West,850
2023-02-26,Product B,North,607
2023-02-26,Product B,South,373
2023-02-26,Product B,East,605
2023-02-26,Product B,West,905
2023-02-26,Product C,North,838
2023-02-26,Product C,South,982
2023-02-26,Product C,East,114
2023-02-26,Product C,West,291
2023-02-26,Product D,North,730
2023-02-26,Product D,South,584
2023-02-26,Product D,East,127
2023-02-26,Product D,West,813
2023-02-26,Product E,North,138
2023-02-26,Product E,South,372
2023-02-26,Product E,East,330
2023-02-26,Product E,West,185
2023-02-27,Product A,North,573
2023-02-27,Product A,South,225
2023-02-27,Product A,East,911
2023-02-27,Product A,West,636
2023-02-27,Product B,North,244
2023-02-27,Product B,South,624
2023-02-27,Product B,East,311
2023-02-27,Product B,West,124
2023-02-27,Product C,North,679
2023-02-27,Product C,South,493
2023-02-27,Product C,East,166
2023-02-27,Product C,West,332
2023-02-27,Product D,North,208
2023-02-27,Product D,South,245
2023-02-27,Product D,East,210
2023-02-27,Product D,West,327
2023-02-27,Product E,North,210
2023-02-27,Product E,South,569
2023-02-27,Product E,East,133
2023-02-27,Product E,West,722
2023-02-28,Product A,North,875
2023-02-28,Product A,South,468
2023-02-28,Product A,East,847
2023-02-28,Product A,West,694
2023-02-28,Product B,North,653
2023-02-28,Product B,South,524
2023-02-28,Product B,East,712
2023-02-28,Product B,West,617
2023-02-28,Product C,North,791
2023-02-28,Product C,South,381
2023-02-28,Product C,East,419
2023-02-28,Product C,West,837
2023-02-28,Product D,North,542
2023-02-28,Product D,South,414
2023-02-28,Product D,East,976
2023-02-28,Product D,West,840
2023-02-28,Product E,North,476
2023-02-28,Product E,South,388
2023-02-28,Product E,East,536
2023-02-28,Product E,West,761
2023-03-01,Product A,North,376
2023-03-01,Product A,South,809
2023-03-01,Product A,East,681
2023-03-01,Product A,West,602
2023-03-01,Product B,North,723
2023-03-01,Product B,South,615
2023-03-01,Product B,East,449
2023-03-01,Product B,West,942
2023-03-01,Product C,North,545
2023-03-01,Product C,South,929
2023-03-01,Product C,East,449
2023-03-01,Product C,West,706
2023-03-01,Product D,North,763
2023-03-01,Product D,South,922
2023-03-01,Product D,East,236
2023-03-01,Product D,West,858
2023-03-01,Product E,North,998
2023-03-01,Product E,South,342
2023-03-01,Product E,East,642
2023-03-01,Product E,West,139
2023-03-02,Product A,North,328
2023-03-02,Product A,South,647
2023-03-02,Product A,East,322
2023-03-02,Product A,West,105
2023-03-02,Product B,North,421
2023-03-02,Product B,South,567
2023-03-02,Product B,East,831
2023-03-02,Product B,West,174
2023-03-02,Product C,North,103
2023-03-02,Product C,South,946
2023-03-02,Product C,East,745
2023-03-02,Product C,West,217
2023-03-02,Product D,North,980
2023-03-02,Product D,South,705
2023-03-02,Product D,East,603
2023-03-02,Product D,West,673
2023-03-02,Product E,North,540
2023-03-02,Product E,South,293
2023-03-02,Product E,East,946
2023-03-02,Product E,West,814
2023-03-03,Product A,North,491
2023-03-03,Product A,South,125
2023-03-03,Product A,East,534
2023-03-03,Product A,West,272
2023-03-03,Product B,North,399
2023-03-03,Product B,South,744
2023-03-03,Product B,East,425
2023-03-03,Product B,West,509
2023-03-03,Product C,North,217
2023-03-03,Product C,South,935
2023-03-03,Product C,East,886
2023-03-03,Product C,West,823
2023-03-03,Product D,North,324
2023-03-03,Product D,South,631
2023-03-03,Product D,East,212
2023-03-03,Product D,West,239
2023-03-03,Product E,North,658
2023-03-03,Product E,South,100
2023-03-03,Product E,East,189
2023-03-03,Product E,West,753
2023-03-04,Product A,North,419
2023-03-04,Product A,South,649
2023-03-04,Product A,East,904
2023-03-04,Product A,West,993
2023-03-04,Product B,North,238
2023-03-04,Product B,South,610
2023-03-04,Product B,East,967
2023-03-04,Product B,West,944
2023-03-04,Product C,North,358
2023-03-04,Product C,South,772
2023-03-04,Product C,East,789
2023-03-04,Product C,West,109
2023-03-04,Product D,North,360
2023-03-04,Product D,South,749
2023-03-04,Product D,East,271
2023-03-04,Product D,West,997
2023-03-04,Product E,North,112
2023-03-04,Product E,South,267
2023-03-04,Product E,East,741
2023-03-04,Product E,West,695
2023-03-05,Product A,North,420
2023-03-05,Product A,South,418
2023-03-05,Product A,East,712
2023-03-05,Product A,West,428
2023-03-05,Product B,North,884
2023-03-05,Product B,South,876
2023-03-05,Product B,East,649
2023-03-05,Product B,West,518
2023-03-05,Product C,North,705
2023-03-05,Product C,South,194
2023-03-05,Product C,East,916
2023-03-05,Product C,West,680
2023-03-05,Product D,North,417
2023-03-05,Product D,South,335
2023-03-05,Product D,East,433
2023-03-05,Product D,West,984
2023-03-05,Product E,North,475
2023-03-05,Product E,South,558
2023-03-05,Product E,East,236
2023-03-05,Product E,West,687
2023-03-06,Product A,North,646
2023-03-06,Product A,South,612
2023-03-06,Product A,East,395
2023-03-06,Product A,West,419
2023-03-06,Product B,North,671
2023-03-06,Product B,South,931
2023-03-06,Product B,East,448
2023-03-06,Product B,West,939
2023-03-06,Product C,North,878
2023-03-06,Product C,South,972
2023-03-06,Product C,East,328
2023-03-06,Product C,West,369
2023-03-06,Product D,North,927
2023-03-06,Product D,South,897
2023-03-06,Product D,East,390
2023-03-06,Product D,West,824
2023-03-06,Product E,North,264
2023-03-06,Product E,South,104
2023-03-06,Product E,East,950
2023-03-06,Product E,West,478
2023-03-07,Product A,North,177
2023-03-07,Product A,South,509
2023-03-07,Product A,East,673
2023-03-07,Product A,West,231
2023-03-07,Product B,North,700
2023-03-07,Product B,South,848
2023-03-07,Product B,East,141
2023-03-07,Product B,West,188
2023-03-07,Product C,North,501
2023-03-07,Product C,South,395
2023-03-07,Product C,East,939
2023-03-07,Product C,West,394
2023-03-07,Product D,North,715
2023-03-07,Product D,South,625
2023-03-07,Product D,East,899
2023-03-07,Product D,West,790
2023-03-07,Product E,North,736
2023-03-07,Product E,South,521
2023-03-07,Product E,East,964
2023-03-07,Product E,West,122
2023-03-08,Product A,North,674
2023-03-08,Product A,South,242
2023-03-08,Product A,East,764
2023-03-08,Product A,West,244
2023-03-08,Product B,North,324
2023-03-08,Product B,South,602
2023-03-08,Product B,East,920
2023-03-08,Product B,West,715
2023-03-08,Product C,North,203
2023-03-08,Product C,South,138
2023-03-08,Product C,East,297
2023-03-08,Product C,West,745
2023-03-08,Product D,North,678
2023-03-08,Product D,South,490
2023-03-08,Product D,East,278
2023-03-08,Product D,West,653
2023-03-08,Product E,North,547
2023-03-08,Product E,South,599
2023-03-08,Product E,East,114
2023-03-08,Product E,West,722
2023-03-09,Product A,North,768
2023-03-09,Product A,South,388
2023-03-09,Product A,East,577
2023-03-09,Product A,West,330
2023-03-09,Product B,North,519
2023-03-09,Product B,South,256
2023-03-09,Product B,East,649
2023-03-09,Product B,West,540
2023-03-09,Product C,North,196
2023-03-09,Product C,South,510
2023-03-09,Product C,East,388
2023-03-09,Product C,West,353
2023-03-09,Product D,North,295
2023-03-09,Product D,South,697
2023-03-09,Product D,East,933
2023-03-09,Product D,West,621
2023-03-09,Product E,North,616
2023-03-09,Product E,South,734
2023-03-09,Product E,East,941
2023-03-09,Product E,West,964
2023-03-10,Product A,North,217
2023-03-10,Product A,South,905
2023-03-10,Product A,East,258
2023-03-10,Product A,West,914
2023-03-10,Product B,North,327
2023-03-10,Product B,South,976
2023-03-10,Product B,East,315
2023-03-10,Product B,West,795
2023-03-10,Product C,North,114
2023-03-10,Product C,South,256
2023-03-10,Product C,East,747
2023-03-10,Product C,West,360
2023-03-10,Product D,North,256
2023-03-10,Product D,South,146
2023-03-10,Product D,East,423
2023-03-10,Product D,West,943
2023-03-10,Product E,North,784
2023-03-10,Product E,South,229
2023-03-10,Product E,East,510
2023-03-10,Product E,West,194
2023-03-11,Product A,North,726
2023-03-11,Product A,South,854
2023-03-11,Product A,East,391
2023-03-11,Product A,West,893
2023-03-11,Product B,North,910
2023-03-11,Product B,South,382
2023-03-11,Product B,East,168
2023-03-11,Product B,West,759
2023-03-11,Product C,North,110
2023-03-11,Product C,South,353
2023-03-11,Product C,East,941
2023-03-11,Product C,West,971
2023-03-11,Product D,North,649
2023-03-11,Product D,South,233
2023-03-11,Product D,East,811
2023-03-11,Product D,West,122
2023-03-11,Product E,North,914
2023-03-11,Product E,South,445
2023-03-11,Product E,East,401
2023-03-11,Product E,West,462
2023-03-12,Product A,North,495
2023-03-12,Product A,South,317
2023-03-12,Product A,East,240
2023-03-12,Product A,West,715
2023-03-12,Product B,North,309
2023-03-12,Product B,South,722
2023-03-12,Product B,East,715
2023-03-12,Product B,West,927
2023-03-12,Product C,North,782
2023-03-12,Product C,South,559
2023-03-12,Product C,East,455
2023-03-12,Product C,West,423
2023-03-12,Product D,North,232
2023-03-12,Product D,South,987
2023-03-12,Product D,East,904
2023-03-12,Product D,West,939
2023-03-12,Product E,North,226
2023-03-12,Product E,South,205
2023-03-12,Product E,East,703
2023-03-12,Product E,West,898
2023-03-13,Product A,North,477
2023-03-13,Product A,South,150
2023-03-13,Product A,East,128
2023-03-13,Product A,West,561
2023-03-13,Product B,North,395
2023-03-13,Product B,South,396
2023-03-13,Product B,East,825
2023-03-13,Product B,West,878
2023-03-13,Product C,North,506
2023-03-13,Product C,South,868
2023-03-13,Product C,East,913
2023-03-13,Product C,West,712
2023-03-13,Product D,North,504
2023-03-13,Product D,South,445
2023-03-13,Product D,East,721
2023-03-13,Product D,West,519
2023-03-13,Product E,North,281
2023-03-13,Product E,South,924
2023-03-13,Product E,East,100
2023-03-13,Product E,West,930
2023-03-14,Product A,North,666
2023-03-14,Product A,South,470
2023-03-14,Product A,East,760
2023-03-14,Product A,West,530
2023-03-14,Product B,North,408
2023-03-14,Product B,South,236
2023-03-14,Product B,East,301
2023-03-14,Product B,West,535
2023-03-14,Product C,North,412
2023-03-14,Product C,South,216
2023-03-14,Product C,East,765
2023-03-14,Product C,West,902
2023-03-14,Product D,North,674
2023-03-14,Product D,South,343
2023-03-14,Product D,East,636
2023-03-14,Product D,West,701
2023-03-14,Product E,North,174
2023-03-14,Product E,South,905
2023-03-14,Product E,East,485
2023-03-14,Product E,West,309
2023-03-15,Product A,North,574
2023-03-15,Product A,South,517
2023-03-15,Product A,East,446
2023-03-15,Product A,West,628
2023-03-15,Product B,North,739
2023-03-15,Product B,South,975
2023-03-15,Product B,East,862
2023-03-15,Product B,West,278
2023-03-15,Product C,North,281
2023-03-15,Product C,South,763
2023-03-15,Product C,East,124
2023-03-15,Product C,West,279
2023-03-15,Product D,North,809
2023-03-15,Product D,South,600
2023-03-15,Product D,East,955
